out_transport,flux_sum_coco_ab1_1,flux_sum_coco_ab1_2,flux_sum_coco_ab1_3,flux_sum_coco_ab1_4,flux_sum_coco_ab1_5
MNXM88338[e],30.1793136954136,13.7031718651657,15.2389228916428,9.16324457655534,10.8217406550894
MNXM8868[e],0,0,0,0,0
MNXM889[e],127.233126781906,0,15.9697088948191,312.980198553195,89.3502199897716
MNXM89612[e],28144.0813850671,22167.7263518723,25789.9882098157,10095.504340973,6298.87325748428
MNXM89812[e],2116.54262160731,24724.3662948302,21458.6866241746,5247.58173855199,18917.4359073175
MNXM9[e],1863.72576221538,1557.23412949748,1544.95309158601,11599.8427927499,1528.82422991894
MNXM90[e],848.34641843049,470.577788512478,646.397342610178,1121.89330666054,743.881068692124
MNXM900[e],0,0,0,0,0
MNXM90191[e],4341.4039148821,3950.46003425269,5988.40920764788,7013.88557577971,8075.7694021022
MNXM90509[e],52.7386316891665,20.6227749393675,22.6489672346151,29.9423918705413,9.48126525937403
MNXM90510[e],51.7899118040836,18.5374500679261,21.2091107482169,25.7768855597987,8.59358047340402
MNXM90511[e],53.545698421322,23.908839885822,29.6798045885843,52.1980971206182,17.0662026659775
MNXM90512[e],168.389175860218,181.634846741551,162.743214376302,238.816670416898,285.393842465101
MNXM90960[e],17002.8907186013,3294.45831945502,3235.57472440861,6460.25855404319,1278.94407834593
MNXM927[e],0,0,0,0,0
MNXM95[e],68677.0172516419,38743.8487314634,44624.8571744325,22247.4992030229,21738.3138766012
MNXM97613[e],0,0,0,0,0
WATER[e],9706.55923182845,11191.7301346729,11151.7059562966,12112.8189779828,10773.5770714762
MNXM6599[e],9.96561111632711,5.16137935567834,5.84957599226668,12.7163864419348,33.8920681040251
MNXM6601[e],38.6698451779232,5.43977461951768,6.53798965577848,9.28842669561599,25.7680492962441
MNXM6604[e],499.096442817199,473.798309350682,498.761018538647,434.120907263553,657.678365040037
MNXM6606[e],9.00600972614293,3.07341886779793,4.12121273194537,3.30246075095057,2.12896483213499
MNXM1103432[e],28.9829729685734,10.3940405225957,12.3239036067212,10.7322156107936,8.5235431585815
MNXM91047[e],17.442777492981,5.74412882212013,8.87535838851723,4.78708209877741,8.2835206893455
MNXM91053[e],131.988088969811,157.228301480359,135.810001280304,192.905703151857,285.233779474847
MNXM5078[e],11.9632020780388,6.07868127045134,8.02198304667982,8.19785288215679,130.705844715038
MNXM740794[e],1406.2515932921,16511.3328922634,20643.8606534712,1695.73170168233,904.225253040207
MNXM7149[e],1000,1000,1000,382.409227397548,1000
MNXM736425[e],16.9105027224329,8.10888816525118,9.40880475048601,17.0198315532355,3.5010897515754
MNXM736306[e],16.403147323914,7.09446641871441,8.08532274208393,11.0861184711244,3.64869839086541
MNXM5079[e],1047.17627843288,1660.93617757145,1628.54823299121,1360.10605090591,1555.15996177324
MNXM736311[e],1000,1000,1000,31.4262566259795,7.65344968723977
MNXM741021[e],5.49641093444392,3.59443650828254,6.03186275187087,8.73242039948135,6.96289757721972
MNXM88342[e],2.77054203398794,1.8971893391612,3.18333853469318,4.44131112925497,4.71297761833407
MNXM88341[e],5.40233463024701,3.01314368229708,3.33605667766617,4.4383704255006,0
MNXM87122[e],14.862271822863,4.54458930136355,4.40187096649114,9.22843139288781,4.17624349837445
MNXM731953[e],0,0,0,0,0
MNXM1843[e],0,0,0,0,0
MNXM1755[e],0,0,0,0,0
MNXM734837[e],0,0,0,0,0
MNXM1106995[e],0,0,0,0,0
MNXM162292[e],0,0,0,0,0
MNXM531925[e],0,0,0,0,0
MNXM4939[e],18.8420087254415,4.25909319309882,2.85034549380585,9.26536567958504,3.24104205906785e-10
MNXM4940[e],28.2957977099926,6.68307357432481,5.44829948059139,9.75215483347939,4.27979661456255e-10
MNXM3774[e],24.6967506108136,5.58802705901129,4.24615677003879,10.5840786593423,4.14008844710622e-10
MNXM936[e],0,0,0,0,0
MNXM34808[e],22.0823657589246,13.8074328022111,15.1392791752493,16.2601709321688,3.71498297582055
MNXM3447[e],21.7757030708336,11.52235819649,13.9693982201717,15.8402947907637,2.49464065576852
MNXM3450[e],20.8685409225921,14.4310016347352,16.9452723245186,19.6355907053796,6.59835793877836
MNXM34739[e],18.8899506240313,6.34505249573488,6.94398110731185,7.79902179708697,1.96003378482094
MNXM3452[e],35.2850284184899,30.9253121208774,46.7044016039887,50.062865430297,5.48723337189222
MNXM1855[e],4000,0,0,0,0
MNXM1102173[e],0,0,0,0,0
MNXM2182[e],0,0,0,0,0
MNXM1102189[e],0,0,0,0,0
MNXM740330[e],1184.85834156486,1196.10514617106,1176.33862092422,2997.60644609738,2002.90833475372
MNXM730[e],1108.86374694954,1094.13987445591,1082.76754579496,1016.34398611587,2107.27863871021
MNXM732757[e],0,0,0,0,0
MNXM1106047[e],0,0,0,0,0
MNXM1092518[e],0,0,0,0,0
MNXM1092537[e],0,0,0,0,0
MNXM1092540[e],0,0,0,0,0
MNXM1092538[e],0,0,0,0,0
MNXM1092539[e],0,0,0,0,0
MNXM1092536[e],0,0,0,0,0
MNXM144[e],0,0,0,0,0
MNXM60[e],991.371762781163,1894.12218638887,1861.66713423211,307.119045555931,1001.89215724615
MNXM730508[e],0,0,0,0,0
MNXM10816[e],0,0,0,0,0
MNXM726951[e],0,0,0,0,0
MNXM737241[e],0,0,0,0,0
MNXM367[e],0,0,0,0,0
MNXM1517[e],0,0,0,0,0
MNXM741693[e],0,0,0,0,0
MNXM112[e],0,0,0,0,0
MNXM734590[e],82.4377104918942,76.5198390643949,118.421593515612,1.82295556591536,83.8971596486349
MNXM1105027[e],0,0,0,0,0
MNXM1107695[e],0,0,0,0,0
MNXM146530[e],0,0,0,0,0
MNXM146529[e],0,0,0,0,0
MNXM222[e],1715.88005760051,1612.35903865982,1717.34857277385,2028.24041326581,1361.61431336036
MNXM1093058[e],0,0,0,0,0
MNXM1093059[e],0,0,0,0,0
MNXM1093069[e],0,0,0,0,0
MNXM1093060[e],0,0,0,0,0
MNXM1093061[e],0,0,0,0,0
MNXM1093062[e],0,0,0,0,0
MNXM1093063[e],0,0,0,0,0
MNXM1104899[e],62.4453704013052,7.58931649015936,3.66258993023643,18.0279561546323,0.800541256941795
MNXM376[e],1000,0,0,2379.37590416964,1192.06685684074
MNXM732487[e],0,0,0,0,0
MNXM89661[e],0,0,0,0,0
MNXM713[e],0,0,0,0,0
MNXM729132[e],0,0,0,0,0
MNXM732732[e],0,0,0,0,0
MNXM32695[e],6.74161957804434,2.85285410940216,3.26048324363626,4.14371110859305,1.95570885591688
MNXM1093318[e],0,0,0,0,0
MNXM4641[e],0,0,0,0,0
MNXM3509[e],0,0,0,0,0
MNXM1106045[e],0,0,0,0,0
MNXM2245[e],0,0,0,0,0
MNXM1093929[e],110.825939912076,94.1280750965381,150.064525869359,98.4129604893047,1.66451272973234
MNXM6396[e],64.7013965562985,73.8999437129466,80.5465918925082,438.86727409599,88.5243695206374
MNXM1094047[e],0,0,0,0,0
MNXM1108339[e],0,0,115.368642565691,0,130.758671384091
MNXM1094117[e],0,0,0,0,0
MNXM602[e],0,0,0,0,0
MNXM1105965[e],0,0,0,0,0
MNXM982[e],0,0,0,0,0
MNXM1106798[e],0,0,0,0,0
MNXM146654[e],0,0,0,0,0
MNXM741545[e],0,0,0,0,0
MNXM73204[e],0,0,0,0,0
MNXM1104207[e],17318.5113282251,18486.0131339907,21657.873577052,3607.3578303399,1656.62926620946
MNXM1103104[e],899.694431020754,964.560209431386,667.083284123284,2311.2210362128,554.549676184359
MNXM1103335[e],14206.1435203454,220.670591944476,211.154270466499,189.583101435511,115.646211360609
MNXM1105760[e],14166.8993744003,766.843480199995,544.561689318812,253.072379361177,209.373305630888
MNXM1820[e],0,0,0,0,0
MNXM731834[e],808.751825662044,968.841486272003,1692.33280019608,6367.9966860525,337.422407700193
MNXM492[e],274.499923332332,235.763672938222,351.59659932214,3439.49490396527,414.003627602157
MNXM1565[e],152.248523333624,130.734315803548,115.191429917319,109.559776195435,83.8996439985032
cpd90008[e],0,0,0,0,0
MNXM1105934[e],0,0,0,0,0
MNXM166689[e],1478.97339326258,1262.04016756208,1438.52533844211,1052.08775838486,719.581724523826
MNXM18754[e],1478.97339326258,1262.04016756208,1438.52533844211,1052.08775838486,719.581724523826
MNXM83070[e],0,0,0,0,0
MNXM13761[e],0,0,0,0,0
cpd90020[e],0,0,0,0,0
MNXM11[e],826.43402637745,302.95167309934,397.034429214078,138.649167795073,525.032218368971
MNXM1103965[e],0,0,0,0,0
MNXM16413[e],0,0,0,0,0
MNXM1104738[e],0,0,0,0,0
MNXM42654[e],125.946364565109,107.721645269515,4.45134059735314e-10,1.1944210172128,4.02053879945546e-11
MNXM734847[e],0,0,0,0,0
MNXM736797[e],0,0,0,0,0
MNXM1104551[e],0,0,0,0,0
MNXM732758[e],168.510472132548,181.822884089771,90.1169829291512,176.610008852261,342.143957217898
MNXM1091697[e],0,0,0,0,0
MNXM1091698[e],0,0,0,0,0
MNXM716[e],0,0,0,0,0
MNXM1091950[e],0,0,0,0,0
MNXM722719[e],0,0,0,0,0
MNXM732880[e],15935.4248668313,3348.082024675,3368.32390781789,411.091198339945,1237.47935534731
MNXM1692[e],0,0,0,0,0
MNXM974[e],12382.3173228782,1093.97329955759,1075.76833243629,115.028306918254,230.667744704169
MNXM1092591[e],0,0,0,0,0
MNXM1092592[e],0,0,0,0,0
MNXM1092593[e],0,0,0,0,0
MNXM1092594[e],0,0,0,0,0
MNXM1092595[e],0,0,0,0,0
MNXM730562[e],0,0,0,0,0
MNXM625[e],121.68185643688,125.671061921752,127.211941208085,1.26868504464186,5.83009734184098
MNXM704[e],0,0,0,0,0
MNXM1467[e],1000,1000,1000,1.10125739638534e-08,1.85188753221155e-10
MNXM935[e],0,0,0,0,0
MNXM1092967[e],2.62158944167254e-10,9.91392250373985e-10,8.63111228293959e-10,4.4238051391144e-09,0.403449762081738
MNXM730319[e],0,0,0,0,0
MNXM90126[e],2000.00000000009,1121.40824023424,2000.00000000031,3000,1059.07705804252
MNXM1106105[e],0,0,0,0,0
MNXM1094019[e],0,0,0,0,0
MNXM1094076[e],2.62158944167254e-10,9.91392250373985e-10,8.63111228293959e-10,4.4238051391144e-09,0.403449762081738
MNXM420[e],4.894178252948,5.42207116635304,4.6596316294224,1.3302580433794e-08,1396.0749165119
MNXM733435[e],667.967078321033,1218.70806279168,1971.94742943144,7975.22267537862,1587.18515497923
MNXM733643[e],0,0,0,0,0
MNXM1101175[e],0,0,0,0,0
MNXM962[e],0,0,0,0,0
MNXM963[e],1026.14885945486,1007.66899212973,1023.6653666382,1073.95822584937,2013.84801433707
MNXM7016[e],0,0,0,0,0
MNXM61843[e],0,0,0,0,0
MNXM728947[e],0,0,0,0,0
MNXM1092731[e],0,0,0,0,0
MNXM1102523[e],2.13308285059812e-12,5.69288431188035e-12,0,1.18957960741339,0
MNXM730037[e],9527.21980715054,15026.5921319977,0.788560418665171,640.742000656567,248.223035905597
MNXM496[e],1080.79230861784,2074.79428889303,2114.87410347203,1001.36826517945,0.792018818900005
MNXM726752[e],0,0,0,0,0
MNXM1104823[e],0,0,0,0,0
MNXM737265[e],80.1370828800927,95.3234512485807,101.714502437693,2.67188791480624,1117.56911139385
MNXM736788[e],0,0,0,0,1000
MNXM146230[e],0,0,0,0,0
MNXM146623[e],0,0,0,0,0
MNXM730078[e],9.30875926651523e-11,2.41137273627821e-10,117.700841378369,1000,1000
MNXM1106181[e],263.778292339735,259.041203457472,232.627228464346,680.611498153577,258.939394670658
MNXM737068[e],8857.8342417802,15764.4892202872,19234.1340167232,833.734637990828,416.393702092362
cpd90003[e],0,0,0,0,0
MNXM731177[e],0,0,0,0,0
MNXM733515[e],0,0,0,0,0
MNXM943[e],3.31919256232108,1.91988982664716,1.8879370290848,2.58966919245716,0.0510077018493168
MNXM729595[e],9219.02558435521,16202.2006156243,18953.1928269742,455.700229636724,244.07789356834
MNXM418[e],0,0,0,0,0
MNXM152246[e],0,0,0,0,0
MNXM736095[e],0,0,0,0,0
MNXM529[e],0,0,0,0,0
MNXM732961[e],0,0,0,0,0
MNXM1105936[e],0,0,0,0,0
MNXM90827[e],0,0,0,0,0
MNXM730514[e],0,0,0,0,0
MNXM1105927[e],0,0,0,0,0
MNXM1734[e],0,0,0,0,0
MNXM1104039[e],0,0,0,0,0
MNXM355[e],0,0,0,0,0
MNXM660[e],0,0,0,0,0
MNXM473[e],1028.01131700249,1017.25357634555,1030.72682009301,1004.78321410396,1001.24197820367
MNXM735592[e],0,0,0,0,0
MNXM1092863[e],0,0,0,0,0
MNXM727182[e],0,0,0,0,0
MNXM65054[e],0,0,0,0,0
MNXM741004[e],0,0,0,0,0
MNXM371[e],0,0,0,0,0
MNXM1091957[e],0,0,0,0,0
MNXM731896[e],0,0,0,0,0
MNXM734750[e],0,0,0,0,0
MNXM440[e],0,0,0,0,0
MNXM1092896[e],0,0,0,0,0
MNXM145882[e],0,0,0,0,0
MNXM1742[e],0,0,0,0,0
MNXM1107694[e],8.41479810785098e-13,8.12119576537797e-12,1.32918474431655e-11,1000,1000
MNXM146567[e],0,0,0,0,0
MNXM146568[e],0,0,0,0,0
MNXM146569[e],0,0,0,0,0
MNXM146570[e],0,0,0,0,0
MNXM1093220[e],0,0,0,0,0
MNXM41339[e],0,0,0,0,0
MNXM419[e],0,0,0,0,0
MNXM732865[e],0,0,0,0,0
MNXM729727[e],0,0,0,0,0
MNXM94643[e],0,0,0,0,0
MNXM738271[e],0,0,0,0,0
cpd90021[e],0,0,0,0,0
cpd90022[e],0,0,0,0,0
MNXM2604[e],0,0,0,0,0
MNXM421[e],2.23952022667203,1999.78528521992,1999.67660661282,404.579797228248,1000
MNXM1018[e],0,0,0,0,0
MNXM1499[e],1040.21561287305,1627.91936198792,1172.98273190385,112.220544291258,83.9294472823594
MNXM1106046[e],0,0,0,0,0
MNXM146119[e],0,0,0,0,0
MNXM3150[e],0,0,0,0,0
MNXM3148[e],0,0,0,0,0
MNXM2598[e],0,0,0,0,0
MNXM733912[e],0,0,0,0,0
MNXM2183[e],23.7503751647781,6.38242364932347,8.0131442457654,1000,1000
MNXM1091714[e],2000,1000,1000,0,0
MNXM1091720[e],0,0,0,0,0
MNXM1108056[e],0,0,0,0,0
MNXM1021[e],0,0,0,0,0
MNXM46[e],0,0,0,0,0
MNXM235[e],0,0,0,0,0
MNXM1092468[e],0,0,0,0,0
MNXM159[e],1817.56489553348,1892.21867105345,1026.44139350179,1000,1974.4925560093
MNXM1091853[e],0,0,0,0,0
MNXM147036[e],0,0,0,0,0
MNXM2757[e],0,0,0,0,0
MNXM218[e],2024.44756384577,2004.83692810068,2006.47683505149,2002.6846768118,125.659338903232
MNXM1106057[e],0,0,0,0,0
MNXM734566[e],0,0,0,0,0
MNXM1094283[e],0,0,0,0,0
MNXM5461[e],4.91364999515157,5.96964122367272,7.47471813408783,9.94481058016268,0.957722100468094
MNXM5490[e],8.10528918041424,17.7234716868674,21.4849136154062,36.1588124315614,0.160062989826415
MNXM5464[e],9.65038370028901,7.20529418679445,8.08759558966061,10.405724801679,0.310059783644187
MNXM734080[e],0,0,0,0,0
MNXM1103302[e],0,0,0,0,0
MNXM320[e],0,0,0,0,0
MNXM726800[e],0,0,0,0,0
MNXM880[e],6.04015912516191e-13,7.27595761418343e-12,0,2000,2000
MNXM1093272[e],0,0,0,0,0
MNXM1104802[e],0,0,0,0,0
MNXM1094332[e],0,0,0,0,0
MNXM731183[e],0,0,0,0,0
MNXM636[e],0,0,0,0,0
MNXM1812[e],0,0,0,0,0
MNXM2495[e],0,0,0,0,0
MNXM1107906[e],0,0,0,0,0
MNXM2690[e],0,0,0,0,0
MNXM562[e],0,0,0,0,0
MNXM727224[e],0,0,0,0,0
MNXM573[e],0,0,0,0,0
MNXM1093065[e],0,0,0,0,0
MNXM1091974[e],0,0,0,0,0
MNXM11432[e],0,0,0,0,0
MNXM2705[e],0,0,0,0,0
MNXM310[e],0,0,0,0,0
MNXM8718[e],0,0,0,0,0
MNXM729615[e],0,0,0,0,0
MNXM315[e],0,0,0,0,0
