MNXR01	MNXR01	PROTON-PMF interconversion
MNXR02	MNXR02	PROTON import/export at model boundary
MNXR03	MNXR03	PMF exchange across membrane
MNXR118224	RXN-13646
MNXR118225	RXN-13647
MNXR118226	dTDP-3-amino-4-oxo-2,3,6-trideoxy-alpha-D-glucose methyltransferase
MNXR118227	RXN-13658
MNXR118228	RXN-13660
MNXR118229	olivetol synthase (triketide synthase)
MNXR118230	olivetol synthase (tetraketide synthase)
MNXR118231	RXN-13664
MNXR118232	RXN-13665
MNXR118233	RXN-13666
MNXR118235	RXN-13670
MNXR118236	RXN-13671
MNXR118238	RXN-13673
MNXR118239	RXN-13675
MNXR118240	RXN-13677
MNXR118241	RXN-13678
MNXR118242	RXN-13679
MNXR118243	RXN-13682
MNXR118244	RXN-13683
MNXR118245	RXN-13686
MNXR118246	RXN-13688
MNXR118248	geranyl beta-primeverosidase
MNXR118249	linalyl beta-primeverosidase
MNXR118250	benzyl alcohol beta-primeverosidase
MNXR118251	2-phenylethyl beta-primeverosidase
MNXR118252	eugenyl beta-primeverosidase
MNXR118254	RXN-13699
MNXR118255	RXN-13700
MNXR118256	linalyl vicianosidase
MNXR118259	24,25-dihydrolanosterol 14-demethylase
MNXR118260	4-methylsterol monooxygenase
MNXR118261	4alpha-methyl-cholesta-8-enol 4- monooxygenase
MNXR118262	RXN-13711
MNXR118263	RXN-13712
MNXR118264	5beta-cholestane-3alpha,7alpha-diol 26-monooxygenase
MNXR118266	(R)-2-hydroxybutanoate dehydrogenase (NADP+)
MNXR118267	RXN-13725
MNXR118268	RXN-13726
MNXR118269	RXN-13727
MNXR118270	RXN-13728
MNXR118271	RXN-13730
MNXR118272	RXN-13731
MNXR118273	RXN-13732
MNXR118274	RXN-13734
MNXR118275	RXN-13735
MNXR118276	RXN-13736
MNXR118279	RXN-13745
MNXR118280	RXN-13746
MNXR118282	RXN-13756
MNXR118283	RXN-13757
MNXR118284	RXN-13758
MNXR118285	RXN-13759
MNXR118290	L-glucose 1-dehydrogenase (NAD+)
MNXR118291	L-gluconolactonase
MNXR118292	RXN-13773
MNXR118293	RXN-13774
MNXR118294	RXN-13775
MNXR118295	RXN-13782
MNXR118296	RXN-13783
MNXR118297	RXN-13784
MNXR118301	S-adenosyl-L-methionine:deacetylisoipecoside 6-O-methyltransferase
MNXR118302	6-O-methyldeacetylisoipecoside:beta-glucosidase
MNXR118303	RXN-13792
MNXR118304	RXN-13793
MNXR118306	S-adenosyl-L-methionine:7'-O-demethylcephaeline 7'-O-methyltransferase
MNXR118307	S-adenosyl-L-methionine:cephaeline O-methyltransferase
MNXR118313	RXN-13803
MNXR118314	RXN-13805
MNXR118315	RXN-13807
MNXR118316	RXN-13808
MNXR118317	(13S,14R)-1,8-Dihydroxy-13-O-acetyl-N-methylcanadine <=> 4'-O-Desmethyl-3-O-acetylpapaveroxine + H+
MNXR118318	RXN-1381
MNXR118319	S-adenosyl-L-methionine:3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase
MNXR118320	3-O-acetylpapaveroxine acetatehydrolase
MNXR118321	narcotine hemiacetal:NAD+ 1-oxidoreductase
MNXR118324	sesamin hydroxylase
MNXR118327	RXN-1382
MNXR118334	RXN-13828
MNXR118337	RXN-13833
MNXR118338	RXN-13835
MNXR118339	RXN-13836
MNXR118340	RXN-13837
MNXR118341	3,7,4;-methylquercetin 3'-O-methyltransferase
MNXR118342	RXN-13839
MNXR118343	3,7,4'-trimethylquercetin 2'-monooxygenase
MNXR118344	2'-hydroxy 3,7,4'-methylquercetin 3'-methyltransferase
MNXR118349	3,7,4'-methylquercetin 2'-O-glucoside 3'-O-methyltransferase
MNXR118350	3,6,7,4'-tetramethylquercetin 3'-methyltransferase
MNXR118351	3,6,7,4'-methylquercetagetin 2'-monooxygenase
MNXR118352	2'-hydroxy 3,6,7,4'-methylquercetagetin 3'-methyltransferase
MNXR118354	2'-hydroxy 3,6,7,4'-methylquercetagetin 3'-O-glucoside 2'-methyltransferase
MNXR118355	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
MNXR118357	3,5,7-trimethylquercetagetin 4'-methyltransferase
MNXR118358	RXN-13857
MNXR118359	RXN-13858
MNXR118360	3-amino-4-hydroxybenzaldehyde synthase
MNXR118361	RXN-13868
MNXR118362	grixazone B synthase
MNXR118363	RXN-13870
MNXR118364	RXN-13871
MNXR118368	2'-hydroxy 3,6,7,4'-tetramethylquercetagetin 2'-O-methyltransferases
MNXR118370	RXN-13879
MNXR118372	RXN-13881
MNXR118373	RXN-13882
MNXR118374	RXN-13883
MNXR118375	RXN-13884
MNXR118378	RXN-13887
MNXR118379	RXN-13888
MNXR118380	sophorosyloxyfatty acid 6',6''-diacetate acetylesterase
MNXR118381	RXN-13890
MNXR118382	RXN-13891
MNXR118383	RXN-13892
MNXR118384	RXN-13893
MNXR118385	RXN-13894
MNXR118386	RXN-13895
MNXR118387	RXN-13896
MNXR118388	flavonol 6-monooxygenase
MNXR118390	RXN-13900
MNXR118391	quercetagetin 7-glucoside 6-O-methyltransferase
MNXR118393	RXN-13903
MNXR118395	eupatolitin 3-O-rhamnosyltransferase
MNXR118396	RXN-13906
MNXR118397	RXN-13907
MNXR118398	RXN-13908
MNXR118399	RXN-13909
MNXR118400	RXN-13910
MNXR118401	RXN-13911
MNXR118402	RXN-13912
MNXR118403	RXN-13913
MNXR118404	RXN-13914
MNXR118405	3',4'-dimethylmyricetin 5'-O-methyltransferase
MNXR118406	RXN-13916
MNXR118407	syringetin 4'-O-methyltransferase
MNXR118408	RXN-13918
MNXR118409	RXN-13919
MNXR118410	RXN-13920
MNXR118411	3-O-methylmyricetin 7-O-methyltransferase
MNXR118412	3,7-dimethylmyricetin 3'-O-methyltransferase
MNXR118413	3,7,3'-trimethylmyricetin 5'-O-methyltransferase
MNXR118414	3,7,3',5'-tetramethylmyricetin 4'-methyltransferase
MNXR118415	7-O-methylmyricetin 3-O-methyltransferase
MNXR118416	RXN-13926
MNXR118420	RXN-13932
MNXR118421	RXN-13933
MNXR118422	RXN-13934
MNXR118423	RXN-13936
MNXR118427	kaempferide 3-glucoside L-rhamnosyltransferase
MNXR118429	RXN-13944
MNXR118431	RXN-13947
MNXR118432	kaempferol 3-glucoside 4"-O-coumaroyltransferase
MNXR118433	kaempferol 3-glucoside 3"-O-coumaroyltransferase
MNXR118435	kaempferol 3-glucoside 6"-O-feruloyltransferase
MNXR118437	kaempferol 3-(6"-O-feruloyl)-glucoside 3"-coumaroyltransferase
MNXR118439	RXN-13955
MNXR118440	RXN-13956
MNXR118441	RXN-13957
MNXR118443	RXN-13961
MNXR118447	RXN-13968
MNXR118454	RXN-13981
MNXR118455	RXN-13982
MNXR118460	RXN-13987
MNXR118462	RXN-13991
MNXR118463	RXN-13992
MNXR118464	RXN-13993
MNXR118465	RXN-13994
MNXR118466	RXN-13995
MNXR118467	RXN-13996
MNXR118468	RXN-13997
MNXR118469	RXN-13998
MNXR118470	RXN-13999
MNXR118473	8-oxo-GDP phosphohydrolase
MNXR118474	RXN-14005
MNXR118475	S-methyl-5-thio-D-ribulose 1-phosphate 1,3-isomerase
MNXR118476	rxn47044
MNXR118477	RXN-14008
MNXR118478	kaempferol 3-O-sophoroside 7-O-rhamnosyltransferase
MNXR118480	RXN-14012
MNXR118482	RXN-14016
MNXR118483	RXN-14017
MNXR118484	RXN-14018
MNXR118485	RXN-14019
MNXR118486	RXN-14021
MNXR118487	RXN-14022
MNXR118488	RXN-14023
MNXR118489	RXN-14024
MNXR118490	RXN-14028
MNXR118491	RXN-14029
MNXR118494	RXN-14039
MNXR118495	ferredoxin--NAD(P)+ reductase
MNXR118497	RXN-14049
MNXR118498	RXN-14051
MNXR118499	RXN-14052
MNXR118500	RXN-14053
MNXR118501	RXN-14054
MNXR118502	RXN-14058
MNXR118503	RXN-1406
MNXR118504	RXN-14060
MNXR118505	RXN-14062
MNXR118506	RXN-14069
MNXR118507	RXN-14070
MNXR118508	RXN-14071
MNXR118509	RXN-14072
MNXR118510	RXN-14076
MNXR118511	RXN-14077
MNXR118512	RXN-14078
MNXR118514	RXN-1408
MNXR118515	RXN-14081
MNXR118516	2-hydroxyeriodictyol 8C-glucoside dehydratase
MNXR118517	RXN-14083
MNXR118518	RXN-14084
MNXR118520	RXN-14087
MNXR118521	RXN-14088
MNXR118522	RXN-14098
MNXR118523	RXN-14099
MNXR118524	RXN-14102
MNXR118526	RXN-14105
MNXR118528	quercetin 3-O-glactosyltransferase
MNXR118530	oroxylin A 7-O-glucuronidase
MNXR118531	RXN-14114
MNXR118534	RXN-14129
MNXR118535	RXN-14131
MNXR118536	RXN-14132
MNXR118538	RXN-14152
MNXR118539	RXN-14153
MNXR118540	RXN-14154
MNXR118541	RXN-14155
MNXR118542	RXN-14156
MNXR118543	RXN-14159
MNXR118545	RXN-14163
MNXR118546	RXN-14165
MNXR118547	RXN-14166
MNXR118548	RXN-14167
MNXR118549	RXN-14168
MNXR118550	RXN-14169
MNXR118552	RXN-14173
MNXR118553	RXN-14174
MNXR118555	RXN-14179
MNXR118557	RXN-14184
MNXR118558	RXN-14186
MNXR118559	RXN-14188
MNXR118560	RXN-14195
MNXR118561	RXN-14198
MNXR118562	RXN-14199
MNXR118563	RXN-14200
MNXR118564	RXN-14205
MNXR118565	RXN-14208
MNXR118566	RXN-14215
MNXR118568	RXN-14229
MNXR118569	RXN-14233
MNXR118570	galactose 1-dehydrogenase [NAD(P)+]
MNXR118571	RXN-14236
MNXR118576	(13E)-labda-7,13-dien-15-yl-diphosphate lyase (ring-opening)
MNXR118577	RXN-14243
MNXR118578	L-proline,2-oxoglutarate:oxygen oxidoreductase (cis-4-hydroxylating)
MNXR118581	1-acyl-sn-glycero-3-phospho-D-myo-inositol acyltransferase
MNXR118582	RXN-14249
MNXR118584	RXN-14252
MNXR118585	R hydroxy acyl CoA thioesterase C40
MNXR118590	lauroyl-CoA dehydrogenase
MNXR118591	3-hydroxyisovaleryl-CoA hydratase
MNXR118592	RXN-14267
MNXR118593	RXN-14275
MNXR118595	hexanoyl-CoA dehydrogenase
MNXR118596	soyasapogenol A glucuronosyltransferase
MNXR118597	RXN-14288
MNXR118599	RXN-14291
MNXR118600	RXN-14292
MNXR118607	RXN-14300
MNXR118608	RXN-14304
MNXR118609	RXN-14311
MNXR118610	RXN-14314
MNXR118611	RXN-14315
MNXR118612	gibberellin A20 2,3-desaturase
MNXR118613	RXN-14318
MNXR118614	RXN-14319
MNXR118615	RXN-14320
MNXR118616	rxn40868
MNXR118617	RXN-14322
MNXR118618	RXN-14326
MNXR118619	RXN-14327
MNXR118620	RXN-14332
MNXR118621	all-trans-10'-apo-beta-carotenal dioxygenase
MNXR118622	RXN-14335
MNXR118623	RXN-14336
MNXR118624	RXN-14340
MNXR118625	RXN-14341
MNXR118626	RXN-14342
MNXR118627	RXN-14344
MNXR118628	RXN-14345
MNXR118629	RXN-14346
MNXR118635	2,4,6/3,5-Pentahydroxycyclohexanone + NAD+ <=> 3-Dehydro-scyllo-inosose + NADH + H+
MNXR118636	3-Dehydro-scyllo-inosose + H2O <=> 5-Dehydro-L-gluconate
MNXR118637	RXN-14360
MNXR118638	RXN-14361
MNXR118639	RXN-14362
MNXR118640	RXN-14363
MNXR118641	RXN-14364
MNXR118642	D-fructuronate reductase (NADPH)
MNXR118643	RXN-14370
MNXR118644	RXN-14371
MNXR118651	RXN-14379
MNXR118653	RXN-14381
MNXR118654	RXN-14382
MNXR118655	RXN-14384
MNXR118656	RXN-14385
MNXR118657	RXN-14386
MNXR118658	RXN-14387
MNXR118659	RXN-14388
MNXR118660	RXN-14389
MNXR118661	RXN-14390
MNXR118662	RXN-14391
MNXR118663	RXN-14392
MNXR118664	RXN-14393
MNXR118665	RXN-14394
MNXR118667	RXN-14398
MNXR118668	RXN-14399
MNXR118669	RXN-14400
MNXR118670	RXN-14404
MNXR118673	RXN-14409
MNXR118674	RXN-14412
MNXR118675	RXN-14416
MNXR118677	luteoforol oxygenase
MNXR118679	apiforol oxygenase
MNXR118681	RXN-14428
MNXR118682	RXN-1443
MNXR118687	pelargonidin 3-O-glucoside 5-O-glucosyltransferase (vanilloyl-glucose)
MNXR118688	RXN-1444
MNXR118689	delphinidin 3-O-glucoside 5-O-glucosyltransferase (vanilloyl-glucose)
MNXR118690	RXN-14443
MNXR118691	pelargonidin 3-O-glucoside 6"-)-malyltransferase
MNXR118692	RXN-14445
MNXR118694	pelargonidin 3-O-glucoside 7-O-glucosyltransferase
MNXR118695	delphinidin 3-O-glucoside 7-O-glucosyltransferase
MNXR118696	1-O-p-coumaroyl glucose:p-coumaroyl transferase
MNXR118697	RXN-14451
MNXR118700	RXN-14464
MNXR118701	RXN-14465
MNXR118702	RXN-14467
MNXR118703	RXN-14476
MNXR118706	RXN-14479
MNXR118707	RXN-14480
MNXR118708	RXN-14481
MNXR118709	RXN-14484
MNXR118710	RXN-14485
MNXR118711	RXN-14486
MNXR118712	oleoyl-CoA 12-hydroxylase
MNXR118713	oleoyl-CoA 12-hydroxylase
MNXR118714	RXN-14491
MNXR118715	3-oxo-lesqueroloyl-CoA synthase
MNXR118716	3-oxo-lesqueroloyl-CoA reductase
MNXR118717	3-hydroxy-lesqueroloyl-CoA dehydratase
MNXR118718	trans-lesqueroloyl-CoA reductase
MNXR118719	RXN-14496
MNXR118720	RXN-14497
MNXR118723	RXN-14500
MNXR118724	RXN-14501
MNXR118725	RXN-14503
MNXR118726	RXN-14504
MNXR118727	RXN-14506
MNXR118728	2'-hydroxypyridoxol hydratase
MNXR118730	RXN-14510
MNXR118731	RXN-14511
MNXR118732	RXN-14512
MNXR118733	RXN-14513
MNXR118734	RXN-14514
MNXR118735	RXN-14515
MNXR118736	RXN-14516
MNXR118737	RXN-14517
MNXR118738	RXN-14518
MNXR118739	RXN-14519
MNXR118740	RXN-14520
MNXR118741	RXN-14521
MNXR118742	RXN-14522
MNXR118743	RXN-14523
MNXR118744	RXN-14524
MNXR118746	RXN-14526
MNXR118747	RXN-14527
MNXR118748	RXN-14528
MNXR118749	RXN-14529
MNXR118750	RXN-14530
MNXR118751	RXN-14531
MNXR118752	RXN-14532
MNXR118753	RXN-14533
MNXR118754	RXN-14537
MNXR118755	RXN-14538
MNXR118756	RXN-14539
MNXR118757	RXN-14540
MNXR118758	RXN-14548
MNXR118759	RXN-14549
MNXR118760	RXN-14550
MNXR118761	RXN-14553
MNXR118762	RXN-14554
MNXR118763	RXN-14557
MNXR118766	RXN-14564
MNXR118767	RXN-14565
MNXR118768	RXN-14566
MNXR118769	RXN-14567
MNXR118770	RXN-14570
MNXR118773	RXN-14575
MNXR118774	RXN-14576
MNXR118775	RXN-14577
MNXR118776	RXN-14580
MNXR118777	RXN-14581
MNXR118778	RXN-14582
MNXR118779	RXN-14583
MNXR118780	RXN-14584
MNXR118781	RXN-14585
MNXR118782	RXN-14586
MNXR118783	RXN-14587
MNXR118784	RXN-14588
MNXR118785	RXN-14589
MNXR118786	RXN-14590
MNXR118787	RXN-14595
MNXR118788	RXN-14596
MNXR118789	RXN-14597
MNXR118790	RXN-14598
MNXR118791	RXN-14599
MNXR118792	RXN-14600
MNXR118793	RXN-14601
MNXR118794	RXN-14602
MNXR118795	RXN-14605
MNXR118796	RXN-14608
MNXR118797	RXN-14609
MNXR118798	RXN-14610
MNXR118799	RXN-14612
MNXR118800	RXN-14613
MNXR118801	RXN-14614
MNXR118802	RXN-14615
MNXR118803	RXN-14616
MNXR118804	RXN-14617
MNXR118805	RXN-14618
MNXR118806	RXN-14619
MNXR118807	RXN-14621
MNXR118808	RXN-14622
MNXR118809	RXN-14623
MNXR118810	RXN-14624
MNXR118811	RXN-14625
MNXR118812	RXN-14626
MNXR118813	RXN-14627
MNXR118814	RXN-14628
MNXR118815	RXN-14629
MNXR118816	RXN-14630
MNXR118817	RXN-14632
MNXR118818	RXN-14634
MNXR118819	RXN-14635
MNXR118820	RXN-14639
MNXR118821	xylose dehydrogenase
MNXR118822	RXN-14642
MNXR118833	RXN-14655
MNXR118834	RXN-14656
MNXR118835	RXN-14657
MNXR118836	RXN-14658
MNXR118837	RXN-14659
MNXR118838	RXN-14660
MNXR118840	RXN-14663
MNXR118841	RXN-14664
MNXR118842	RXN-14665
MNXR118843	RXN-14666
MNXR118844	RXN-14667
MNXR118845	RXN-14674
MNXR118846	RXN-14675
MNXR118847	3-dehydroecdysteroid 3beta-reductase
MNXR118848	RXN-14677
MNXR118849	RXN-14678
MNXR118850	RXN-14679
MNXR118851	RXN-14680
MNXR118852	3-dehydro-2,22-deoxyecdysone 22-hydroxylase
MNXR118853	RXN-14682
MNXR118854	RXN-14684
MNXR118856	RXN-14686
MNXR118857	RXN-14687
MNXR118858	RXN-14690
MNXR118859	RXN-14693
MNXR118861	RXN-14696
MNXR118862	RXN-14697
MNXR118863	RXN-14708
MNXR118864	RXN-14710
MNXR118865	(indol-3-yl)acetate,NADH:oxygen oxidoreductase (2-hydroxylating)
MNXR118867	RXN-14713
MNXR118868	RXN-14714
MNXR118869	2-trans,4-trans-tetradecadienoyl-CoA reductase
MNXR118871	RXN-14720
MNXR118872	RXN-14721
MNXR118874	RXN-14723
MNXR118875	RXN-14724
MNXR118876	RXN-14725
MNXR118877	RXN-14726
MNXR118878	RXN-14727
MNXR118879	RXN-14729
MNXR118880	RXN-14733
MNXR118881	RXN-14734
MNXR118882	Acetyl-CoA + dTDP-3-amino-3,6-dideoxy-D-glucose <=> CoA + dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose
MNXR118883	ecdysone 26-hydroxylase
MNXR118884	20-hydroxyecdysone-26-hydroxylase
MNXR118885	20-hydroxyecdysone-26-aldehdye synthase
MNXR118886	RXN-14739
MNXR118887	RXN-14743
MNXR118888	RXN-14744
MNXR118889	RXN-14746
MNXR118890	RXN-14747
MNXR118892	RXN-14749
MNXR118894	RXN-14751
MNXR118895	RXN-14752
MNXR118896	RXN-14753
MNXR118897	RXN-14754
MNXR118898	RXN-14755
MNXR118899	RXN-14756
MNXR118900	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=> UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose
MNXR118901	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=> UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose
MNXR118902	RXN-14760
MNXR118903	RXN-14763
MNXR118904	UDP-2-acetamido-2,6-dideoxy-beta-L-mannose <=> UDP-2-acetamido-2,6-dideoxy-beta-L-glucose
MNXR118906	RXN-14767
MNXR118907	RXN-14769
MNXR118908	RXN-14770
MNXR118909	RXN-14771
MNXR118910	RXN-14772
MNXR118911	RXN-14773
MNXR118912	RXN-14774
MNXR118913	RXN-14775
MNXR118914	RXN-14776
MNXR118915	RXN-14777
MNXR118917	RXN-14779
MNXR118918	RXN-14780
MNXR118920	UDP-N-acetyl-beta-L-fucosamine amidotransferase
MNXR118921	RXN-14783
MNXR118922	RXN-14784
MNXR118923	RXN-14785
MNXR118924	enoyl-CoA hydratase
MNXR118925	RXN-14787
MNXR118926	RXN-14788
MNXR118927	RXN-14789
MNXR118928	RXN-14790
MNXR118929	enoyl-CoA hydratase
MNXR118930	RXN-14792
MNXR118931	RXN-14793
MNXR118933	RXN-14795
MNXR118934	RXN-14796
MNXR118935	RXN-14797
MNXR118936	RXN-14798
MNXR118937	RXN-14799
MNXR118938	RXN-14800
MNXR118939	RXN-14801
MNXR118944	RXN-14806
MNXR118945	RXN-14807
MNXR118946	RXN-14808
MNXR118947	RXN-14809
MNXR118948	RXN-14810
MNXR118949	RXN-14811
MNXR118950	RXN-14812
MNXR118951	RXN-14813
MNXR118952	RXN-14814
MNXR118953	RXN-14815
MNXR118955	RXN-14817
MNXR118956	RXN-14819
MNXR118958	RXN-14832
MNXR118959	RXN-14833
MNXR118960	laudanine nethyltransferase
MNXR118963	RXN-14839
MNXR118967	RXN-14846
MNXR118968	RXN-14848
MNXR118969	RXN-14849
MNXR118970	RXN-1485
MNXR118971	RXN-14850
MNXR118972	RXN-14851
MNXR118974	RXN-14857
MNXR118975	RXN-14858
MNXR118976	RXN-14859
MNXR118977	RXN-14860
MNXR118978	RXN-14861
MNXR118979	RXN-14862
MNXR118980	RXN-14863
MNXR118981	RXN-14864
MNXR118982	RXN-14865
MNXR118983	RXN-14866
MNXR118984	RXN-14867
MNXR118986	RXN-14870
MNXR118987	RXN-14871
MNXR118988	RXN-14872
MNXR118989	RXN-14873
MNXR118990	RXN-14874
MNXR118991	RXN-14875
MNXR118992	RXN-14879
MNXR118993	RXN-14880
MNXR118994	RXN-14881
MNXR118996	RXN-14885
MNXR118997	RXN-14886
MNXR118998	RXN-14887
MNXR118999	RXN-14888
MNXR119002	RXN-14891
MNXR119003	RXN-14892
MNXR119005	RXN-14896
MNXR119008	RXN-14900
MNXR119009	2-O-(alpha-D-glucopyranosyl)-D-glycerate D-glucohydrolase
MNXR119010	RXN-14902
MNXR119011	RXN-14903
MNXR119013	RXN-14907
MNXR119014	RXN-14908
MNXR119015	RXN-14909
MNXR119016	RXN-14912
MNXR119017	RXN-14920
MNXR119018	RXN-14924
MNXR119019	RXN-14928
MNXR119020	RXN-14931
MNXR119021	RXN-14932
MNXR119023	RXN-14941
MNXR119024	RXN-14942
MNXR119025	RXN-14943
MNXR119026	RXN-14944
MNXR119027	RXN-14945
MNXR119028	RXN-14948
MNXR119029	RXN-14950
MNXR119031	RXN-14952
MNXR119032	RXN-14953
MNXR119033	octanoyl-ACP:CoA transferase
MNXR119034	RXN-14955
MNXR119035	RXN-14957
MNXR119036	RXN-14958
MNXR119037	RXN-14959
MNXR119038	RXN-14960
MNXR119039	RXN-14961
MNXR119040	RXN-14962
MNXR119041	RXN-14963
MNXR119042	RXN-14968
MNXR119043	RXN-14969
MNXR119044	RXN-14970
MNXR119047	RXN-14976
MNXR119048	RXN-14979
MNXR119049	RXN-14981
MNXR119050	RXN-14984
MNXR119051	RXN-14985
MNXR119052	RXN-14986
MNXR119053	RXN-14987
MNXR119054	RXN-14988
MNXR119055	RXN-14989
MNXR119056	RXN-14990
MNXR119057	RXN-14991
MNXR119058	RXN-14992
MNXR119059	RXN-14994
MNXR119061	RXN-14998
MNXR119062	RXN-14999
MNXR119063	RXN-15000
MNXR119064	2-naphthoyl-coenzyme A reductase
MNXR119065	RXN-15002
MNXR119066	RXN-15003
MNXR119067	RXN-15004
MNXR119071	RXN-15010
MNXR119072	RXN-15011
MNXR119074	RXN-15015
MNXR119075	RXN-15016
MNXR119076	RXN-15017
MNXR119077	RXN-15018
MNXR119078	RXN-15019
MNXR119080	Anthraniloyl-CoA + 2 Malonyl-CoA <=> 2-Methylquinolin-4-ol + 3 CO2 + 3 CoA
MNXR119081	2-Methylquinolin-4-ol + trans,trans-Farnesyl diphosphate <=> Aurachin D + Diphosphate
MNXR119082	RXN-15023
MNXR119083	RXN-15024
MNXR119084	RXN-15025
MNXR119085	aurachin-D,NADPH:oxygen oxidoreductase (N-hydroxylating)
MNXR119086	RXN-15027
MNXR119087	Aurachin B epoxide <=> Aurachin A
MNXR119088	RXN-15029
MNXR119089	RXN-15030
MNXR119090	2-methylbutanoyl-CoA thioesterase
MNXR119091	RXN-15032
MNXR119092	RXN-15033
MNXR119093	RXN-15034
MNXR119094	RXN-15035
MNXR119095	RXN-15036
MNXR119096	RXN-15037
MNXR119097	RXN-15038
MNXR119098	RXN-15039
MNXR119099	RXN-15040
MNXR119100	RXN-15041
MNXR119101	RXN-15043
MNXR119102	RXN-15044
MNXR119104	RXN-15046
MNXR119106	RXN-15048
MNXR119107	RXN-15051
MNXR119108	RXN-15055
MNXR119109	RXN-15061
MNXR119110	RXN-15062
MNXR119111	RXN-15064
MNXR119112	phospholipase A2
MNXR119114	phospholipase A2
MNXR119115	phospholipase A2
MNXR119116	RXN-15069
MNXR119117	RXN-15070
MNXR119118	RXN-15071
MNXR119119	RXN-15072
MNXR119121	acetyl-CoA:3-phosphonopyruvate C-acetyltransferase
MNXR119122	RXN-15075
MNXR119123	RXN-15076
MNXR119124	2-amino-4-phosphonobutyrate synthase
MNXR119125	RXN-15078
MNXR119126	RXN-15079
MNXR119127	RXN-15080
MNXR119128	RXN-15081
MNXR119129	RXN-15082
MNXR119130	RXN-15083
MNXR119131	RXN-15084
MNXR119132	RXN-15085
MNXR119133	RXN-15086
MNXR119134	RXN-15087
MNXR119135	RXN-15088
MNXR119136	RXN-15089
MNXR119137	2-monoacylglycerol acyltransferase
MNXR119138	diacylglycerol kinase
MNXR119140	RXN-15093
MNXR119141	RXN-15094
MNXR119143	RXN-15096
MNXR119144	RXN-15106
MNXR119145	RXN-15108
MNXR119146	RXN-15109
MNXR119147	RXN-15110
MNXR119148	palmitoyl-CoA Z11-desaturase
MNXR119149	(Z)-11-hexadecenoyl-CoA (E,Z)-10,12 desaturase
MNXR119150	(10E,12Z)-10,12-hexadecadienoate reductase
MNXR119151	RXN-15116
MNXR119153	RXN-15119
MNXR119155	RXN-15122
MNXR119156	RXN-15128
MNXR119157	RXN-15129
MNXR119158	RXN-15131
MNXR119159	lanosterol O-acyltransferase
MNXR119160	lanosterol esterase
MNXR119161	ergosterol O-acyltransferase
MNXR119162	ergosterol esterase
MNXR119163	RXN-15137
MNXR119164	2-chloroacrylate reductase
MNXR119165	RXN-15139
MNXR119167	RXN-15141
MNXR119168	RXN-15142
MNXR119169	RXN-15143
MNXR119170	RXN-15147
MNXR119171	RXN-15149
MNXR119172	RXN-15150
MNXR119173	RXN-15151
MNXR119174	RXN-15152
MNXR119175	RXN-15154
MNXR119176	RXN-15155
MNXR119177	RXN-15157
MNXR119178	RXN-15158
MNXR119179	RXN-15159
MNXR119180	RXN-15160
MNXR119181	RXN-15161
MNXR119182	RXN-15164
MNXR119183	RXN-15165
MNXR119184	RXN-15167
MNXR119185	RXN-15168
MNXR119186	RXN-15169
MNXR119187	RXN-15170
MNXR119188	RXN-15171
MNXR119190	RXN-15173
MNXR119191	RXN-15174
MNXR119192	RXN-15175
MNXR119193	RXN-15176
MNXR119194	RXN-15177
MNXR119195	RXN-15178
MNXR119196	RXN-15180
MNXR119197	RXN-15181
MNXR119198	RXN-15184
MNXR119199	RXN-15185
MNXR119200	RXN-15186
MNXR119201	RXN-15187
MNXR119202	RXN-15188
MNXR119203	RXN-15191
MNXR119204	RXN-15192
MNXR119205	RXN-15193
MNXR119206	RXN-15194
MNXR119207	RXN-15195
MNXR119208	RXN-15196
MNXR119209	RXN-15197
MNXR119210	tyramine dehydrogenase
MNXR119211	RXN-15199
MNXR119214	RXN-15205
MNXR119215	RXN-15208
MNXR119216	RXN-15210
MNXR119217	RXN-15211
MNXR119219	RXN-15215
MNXR119220	RXN-15217
MNXR119221	RXN-15218
MNXR119222	RXN-15219
MNXR119223	RXN-15220
MNXR119224	RXN-15221
MNXR119225	RXN-15222
MNXR119226	RXN-15223
MNXR119227	RXN-15231
MNXR119228	RXN-15232
MNXR119230	RXN-15237
MNXR119231	7-deoxyloganetic acid methyltransferase
MNXR119232	7-deoxyloganetin hydroxylase
MNXR119234	RXN-15241
MNXR119235	RXN-15242
MNXR119236	RXN-15243
MNXR119237	RXN-15248
MNXR119238	RXN-15249
MNXR119239	RXN-15250
MNXR119240	RXN-15252
MNXR119241	RXN-15253
MNXR119242	RXN-15254
MNXR119243	RXN-15255
MNXR119244	RXN-15256
MNXR119245	RXN-15257
MNXR119246	RXN-15258
MNXR119248	dihydropterin deaminase
MNXR119249	RXN-15262
MNXR119250	RXN-15263
MNXR119251	RXN-15269
MNXR119252	RXN-15270
MNXR119253	RXN-15271
MNXR119254	RXN-15275
MNXR119255	RXN-15276
MNXR119257	RXN-15278
MNXR119258	RXN-15280
